UID,OrganizationIdentifier,OrganizationFormalName,ProviderName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,IR_FLAG,IR_COMMENT,IR_MLID,IR_MLNAME,ASSESS_ID,AU_NAME,AU_Type,Water_Type,R317Descrp,ss_R317Descrp,BEN_CLASS,MLID_Count,Lat_Count,Long_Count,sites100m_count,LatitudeMeasure,LongitudeMeasure,IR_Lat,IR_Long,HUCEightDigitCode,DrainageAreaMeasure.MeasureValue,DrainageAreaMeasure.MeasureUnitCode,ContributingDrainageAreaMeasure.MeasureValue,ContributingDrainageAreaMeasure.MeasureUnitCode,SourceMapScaleNumeric,HorizontalAccuracyMeasure.MeasureValue,HorizontalAccuracyMeasure.MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure.MeasureValue,VerticalMeasure.MeasureUnitCode,VerticalAccuracyMeasure.MeasureValue,VerticalAccuracyMeasure.MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure.MeasureValue,WellDepthMeasure.MeasureUnitCode,WellHoleDepthMeasure.MeasureValue,WellHoleDepthMeasure.MeasureUnitCode,ValidationType,ReviewComment
964,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4925360,KIMBALL CREEK AT I-80 XING,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4925360,KIMBALL CREEK AT I-80 XING,UT16020102-027_00,Kimball Creek,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.72244636,-111.5185338,40.72244636,-111.5185338,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
965,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4925362,KIMBALL CK AT SWANER NATURE PRESERVE 0.5 mile AB Highland Dr. xing,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4925362,KIMBALL CK AT SWANER NATURE PRESERVE 0.5 mile AB Highland Dr. xing,UT16020102-027_00,Kimball Creek,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.71717354,-111.5171431,40.71717354,-111.5171431,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
966,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4925370,EAST CANYON CK AB KIMBALL CK,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4925370,EAST CANYON CK AB KIMBALL CK,UT16020102-026_00,East Canyon Creek-2,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.72422732,-111.5171385,40.72422732,-111.5171385,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
967,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4925440,MCLEOD CREEK AT U-224 XING,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4925440,MCLEOD CREEK AT U-224 XING,UT16020102-027_00,Kimball Creek,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.68189058,-111.5340882,40.68189058,-111.5340882,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
968,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4925442,KIMBALL CK AB HIGHLAND DR XING,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4925442,KIMBALL CK AB HIGHLAND DR XING,UT16020102-027_00,Kimball Creek,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.72106152,-111.5179784,40.72106152,-111.5179784,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
969,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4925520,WEBER R @ MILTON/STODDARD RD XING,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4925520,WEBER R @ MILTON/STODDARD RD XING,UT16020102-048_00,Weber River-5,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,41.06160957,-111.7285463,41.06160957,-111.7285463,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,29,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
970,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4925540,WEBER R AB MORGAN LAGOONS,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4925540,WEBER R AB MORGAN LAGOONS,UT16020102-022_00,Weber River-6,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,41.04216,-111.6797,41.04216,-111.6797,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,29,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
971,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4925760,LOST CK AB CONFLUENCE WITH IDEAL CEMENT,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4925760,LOST CK AB CONFLUENCE WITH IDEAL CEMENT,UT16020101-001_00,Lost Creek1-Croyden,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,41.07022034,-111.5210423,41.07022034,-111.5210423,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,29,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
972,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4925910,LOST CK RES AB DAM 01,Lake,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4925910,LOST CK RES AB DAM 01,UT-L-16020101-003_00,Lost Creek Reservoir,Reservoir/Lake,Lake / Reservoir,Lost Creek Reservoir,NA,"1C,2B,3A,4",1,1,1,0,41.18577745,-111.3985332,41.18577745,-111.3985332,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,29,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
973,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4925920,LOST CK RES MIDWAY UP RIGHT ARM 02,Lake,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4925920,LOST CK RES MIDWAY UP RIGHT ARM 02,UT-L-16020101-003_00,Lost Creek Reservoir,Reservoir/Lake,Lake / Reservoir,Lost Creek Reservoir,NA,"1C,2B,3A,4",1,1,1,0,41.18827948,-111.3832494,41.18827948,-111.3832494,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,29,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
974,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4925930,FRANCIS CANYON CK AB LOST CK RES,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4925930,FRANCIS CANYON CK AB LOST CK RES,UT16020101-002_00,Francis Creek,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,41.18244094,-111.372699,41.18244094,-111.372699,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,29,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
975,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4925940,LOST CK RES MIDWAY UP MAIN ARM 03,Lake,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4925940,LOST CK RES MIDWAY UP MAIN ARM 03,UT-L-16020101-003_00,Lost Creek Reservoir,Reservoir/Lake,Lake / Reservoir,Lost Creek Reservoir,NA,"1C,2B,3A,4",1,1,1,0,41.19716657,-111.3843627,41.19716657,-111.3843627,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,29,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
976,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4925950,LOST CK AB LOST CK RES,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4925950,LOST CK AB LOST CK RES,UT16020101-003_00,Lost Creek2-Croyden,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,41.21355848,-111.365754,41.21355848,-111.365754,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,29,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
977,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4925960,WEBER R AB CNFL/ LOST CK,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4925960,WEBER R AB CNFL/ LOST CK,UT16020101-004_00,Weber River-7,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,41.05938938,-111.5393677,41.05938938,-111.5393677,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,29,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
978,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4926000,WEBER R AB HENEFER LAGOONS,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4926000,WEBER R AB HENEFER LAGOONS,UT16020101-004_00,Weber River-7,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,41.01805667,-111.4960113,41.01805667,-111.4960113,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
979,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4926040,Sawmill Ck ab cnfl/ Echo Ck,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4926040,Sawmill Ck ab cnfl/ Echo Ck,UT16020101-031_00,Sawmill Creek,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,41.01244515,-111.3713588,41.01244515,-111.3713588,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
980,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4926050,Reese Ck ab cnfl/ Echo Ck,River/Stream,NA,REVIEW,Automatically flagged for review,REVIEW,NA,UT16020101-007_00,Echo Creek,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,1,41.1208916,-111.1860801,NA,NA,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
981,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4926060,Echo Ck ab cnfl/ Reese Ck,River/Stream,NA,REVIEW,Automatically flagged for review,REVIEW,NA,UT16020101-007_00,Echo Creek,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,1,41.12105461,-111.1855446,NA,NA,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
982,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4926070,ECHO CK AB CNFL/ WEBER R,River/Stream,NA,REVIEW,Automatically flagged for review,REVIEW,NA,UT16020101-004_00,Weber River-7,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,1,40.96835,-111.43786,NA,NA,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
983,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4926080,HEINERS CK AB CNFL/ ECHO CK,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4926080,HEINERS CK AB CNFL/ ECHO CK,UT16020101-007_00,Echo Creek,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,41.03326719,-111.3347161,41.03326719,-111.3347161,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
984,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4926100,WEBER R BL ECHO RES,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4926100,WEBER R BL ECHO RES,UT16020101-004_00,Weber River-7,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.96661484,-111.4371431,40.96661484,-111.4371431,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
985,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4926127,Echo Reservoir @ Echo Resort Boat Launch,Lake,NA,REJECT,Automatically flagged for rejection,REJECT,REJECT,NA,NA,Undefined,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",NA,NA,NA,NA,40.957996,-111.408731,NA,NA,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
986,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4926130,ECHO RES AB DAM 01,Lake,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4926130,ECHO RES AB DAM 01,UT-L-16020101-001_00,Echo Reservoir,Reservoir/Lake,Lake / Reservoir,Echo Reservoir,NA,"1C,2A,3A,4",1,1,1,0,40.96411584,-111.4285346,40.96411584,-111.4285346,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
987,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4926140,ECHO RES 1/2 WAY UP LAKE 02,Lake,NA,REVIEW,Automatically flagged for review,REVIEW,NA,UT-L-16020101-001_00,Echo Reservoir,Reservoir/Lake,Lake / Reservoir,Echo Reservoir,NA,"1C,2A,3A,4",1,1,1,1,40.93689099,-111.4040897,NA,NA,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
988,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4926220,CHALK CK BL SNYDER CK,River/Stream,Duplicate of 4926350,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT16020101-010_00,Chalk Creek1-Coalville,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",NA,NA,NA,NA,40.92055321,-111.400558,NA,NA,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
989,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4926230,Chalk Creek at Gerald Richins,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4926230,Chalk Creek at Gerald Richins,UT16020101-010_00,Chalk Creek1-Coalville,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.92772212,-111.2968642,40.92772212,-111.2968642,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
990,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4926260,HUFF CK AB CNFL/ CHALK CK,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4926260,HUFF CK AB CNFL/ CHALK CK,UT16020101-013_00,Huff Creek,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.96300641,-111.234906,40.96300641,-111.234906,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
991,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4926290,CHALK CREEK AB CNFL/  SOUTH FORK,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4926290,CHALK CREEK AB CNFL/  SOUTH FORK,UT16020101-012_00,Chalk Creek2-Coalville,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.93244483,-111.2924191,40.93244483,-111.2924191,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
992,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4926350,CHALK CK AT US189 XING,River/Stream,NA,REVIEW,Automatically flagged for review,REVIEW,NA,UT16020101-010_00,Chalk Creek1-Coalville,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,1,40.92050557,-111.4013059,NA,NA,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
993,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4926357,CHALK CREEK SOUTH FORK BELOW ELKHORN CANYON,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4926357,CHALK CREEK SOUTH FORK BELOW ELKHORN CANYON,UT16020101-011_00,South Fork Chalk Creek,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.92693664,-111.2795436,40.92693664,-111.2795436,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
994,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4926360,CHALK CK S FK 1 MI AB CHALK CK,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4926360,CHALK CK S FK 1 MI AB CHALK CK,UT16020101-011_00,South Fork Chalk Creek,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.9257538,-111.2731725,40.9257538,-111.2731725,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
995,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4926366,Chalk Creek above cnfl Porcupine Creek and blw E. Fk Chalk Creek,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4926366,Chalk Creek above cnfl Porcupine Creek and blw E. Fk Chalk Creek,UT16020101-014_00,Chalk Creek3-Coalville,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.9546196,-111.125429,40.9546196,-111.125429,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
996,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4926370,CHALK CK EAST FK AB CNFL/ CHALK CK,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4926370,CHALK CK EAST FK AB CNFL/ CHALK CK,UT16020101-015_00,East Fork Chalk Creek,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.95918,-111.11806,40.95918,-111.11806,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
997,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4926380,CHALK CK AT CULVERT 0.8MI AB PINE CLIFF CAMPGROUND,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4926380,CHALK CK AT CULVERT 0.8MI AB PINE CLIFF CAMPGROUND,UT16020101-016_00,Chalk Creek4-Coalville,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.9618,-111.104,40.9618,-111.104,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
998,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4926390,CHALK CREEK 4 MILES EAST OF UPTON,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4926390,CHALK CREEK 4 MILES EAST OF UPTON,UT16020101-014_00,Chalk Creek3-Coalville,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.93883685,-111.1551808,40.93883685,-111.1551808,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
999,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4926400,WEBER R AB ECHO RES,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4926400,WEBER R AB ECHO RES,UT16020101-017_00,Weber River-8,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.91189408,-111.4063124,40.91189408,-111.4063124,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
1000,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4926740,SILVER CK AT FARM XING IN ATKINSON,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4926740,SILVER CK AT FARM XING IN ATKINSON,UT16020101-020_00,Silver Creek,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.74217371,-111.4749223,40.74217371,-111.4749223,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
1001,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4926750,SILVER CK AT WANSHIP AB CNFL / WEBER R,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4926750,SILVER CK AT WANSHIP AB CNFL / WEBER R,UT16020101-020_00,Silver Creek,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.80967159,-111.4074192,40.80967159,-111.4074192,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
1002,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4926791,SILVER CK AB WWTP AT SR 248-WLA,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4926791,SILVER CK AB WWTP AT SR 248-WLA,UT16020101-020_00,Silver Creek,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.683861,-111.457528,40.683861,-111.457528,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
1003,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4926792,SILVER CK WWTP DISCHARGE AB CNFL SILVER CK -WLA,River/Stream,NA,REVIEW,Automatically flagged for review,REVIEW,NA,UT16020101-020_00,Silver Creek,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,2,40.735167,-111.476194,NA,NA,16020101,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
